"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.313597958E0,8.044160753E-1,-1.131327471E0,-2.773753045E0,3.101724201E0
2.323601958E0,8.462021787E-1,-1.261684419E0,-2.513168371E0,2.936651318E0
2.333605958E0,8.094208534E-1,-1.440951865E0,-2.232206735E0,2.777454105E0
2.343609958E0,7.144980316E-1,-1.388185422E0,-2.260868617E0,2.747561301E0
2.353613958E0,6.972930381E-1,-1.446257336E0,-2.012202322E0,2.574264176E0
2.363617958E0,8.679210766E-1,-1.320409468E0,-2.288051153E0,2.780637739E0
2.373621958E0,9.412546626E-1,-1.086897987E0,-2.649396801E0,3.014400601E0
2.383625958E0,9.751448321E-1,-8.601508579E-1,-2.895348818E0,3.173926861E0
2.393629958E0,9.446516025E-1,-7.288317499E-1,-3.032612205E0,3.258880046E0
2.403633958E0,8.757665782E-1,-6.064743769E-1,-3.086744558E0,3.265389753E0
2.413637958E0,7.656028426E-1,-5.001351589E-1,-3.057508480E0,3.191338433E0
2.423641958E0,5.532160364E-1,-3.928030837E-1,-2.787052537E0,2.868449771E0
2.433645958E0,3.822311716E-1,-3.381479895E-1,-2.354185501E0,2.408865730E0
2.443649958E0,2.564884070E-1,-3.364713004E-1,-1.973741092E0,2.018577008E0
2.453653958E0,1.966052442E-1,-3.159525436E-1,-1.798122309E0,1.836225332E0
2.463657958E0,2.547674069E-1,-2.732930124E-1,-1.765668508E0,1.804766129E0
2.473661958E0,2.930036109E-1,-1.963614884E-1,-1.766543836E0,1.801412244E0
2.483665958E0,2.415399271E-1,-1.155649549E-1,-1.696631602E0,1.717630807E0
2.493669958E0,1.403741975E-1,-4.097085536E-2,-1.621853315E0,1.628432284E0
2.503673958E0,7.265662462E-2,8.442560792E-2,-1.568946539E0,1.572895390E0
2.513677958E0,6.877652194E-2,2.450609010E-1,-1.626638092E0,1.646431455E0
2.523681958E0,9.156034391E-2,3.191714358E-1,-1.771076598E0,1.801933966E0
2.533685958E0,6.139062976E-2,3.610698058E-1,-1.881345145E0,1.916663707E0
2.543689958E0,-3.663371969E-3,4.033874211E-1,-1.900555002E0,1.942895815E0
2.553693958E0,-1.762248289E-1,5.613008353E-1,-1.817998749E0,1.910820052E0
2.563697958E0,-3.966963060E-1,7.437605685E-1,-1.708658155E0,1.905271748E0
2.573701958E0,-5.063657692E-1,8.784497193E-1,-1.588983777E0,1.884926960E0
2.583705958E0,-5.026050228E-1,9.385294215E-1,-1.330906389E0,1.704335971E0
2.593709958E0,-5.356153326E-1,9.159261324E-1,-8.024326998E-1,1.330301733E0
2.603713958E0,-5.347924101E-1,9.182626797E-1,-5.337279975E-2,1.063982108E0
2.613717958E0,-4.557191241E-1,8.832888749E-1,8.037927622E-1,1.278265215E0
2.623721958E0,-3.928734330E-1,8.537885025E-1,1.534369614E0,1.799331668E0
2.633726208E0,-3.022840923E-1,9.174042354E-1,2.134528998E0,2.342908501E0
2.643730208E0,-1.532924145E-1,1.056771597E0,2.605145658E0,2.815501495E0
2.653734208E0,-8.952684676E-2,1.198949642E0,2.766501328E0,3.016459000E0
2.663738208E0,-5.952034302E-2,1.178760230E0,2.472737213E0,2.739972204E0
2.673742208E0,-1.490480486E-1,9.672585462E-1,2.136798302E0,2.350257730E0
2.683746208E0,-5.277783094E-1,6.118308650E-1,2.244355495E0,2.385375974E0
2.693750208E0,-1.128452687E0,1.620149802E-1,2.719063452E0,2.948382671E0
2.703754208E0,-1.743845676E0,-2.313831125E-1,3.217577178E0,3.667061328E0
2.713758208E0,-2.131823491E0,-5.432411616E-1,3.727138633E0,4.327972360E0
2.723762208E0,-2.235939597E0,-7.459664306E-1,4.265197663E0,4.873171750E0
2.733766208E0,-2.049440023E0,-9.109331218E-1,4.819740579E0,5.316004403E0
2.743770208E0,-1.690143824E0,-1.035003656E0,5.288793109E0,5.647933362E0
2.753774208E0,-1.258298150E0,-1.140125995E0,5.670656637E0,5.919421274E0
2.763778208E0,-8.336926456E-1,-1.198797980E0,5.934454941E0,6.111457720E0
2.773782208E0,-4.205794411E-1,-1.252920028E0,5.678160954E0,5.829940607E0
2.783786208E0,-5.063531611E-2,-1.328131301E0,4.842007361E0,5.021108640E0
2.793790208E0,1.644543289E-1,-1.297325976E0,3.567805515E0,3.799912645E0
2.803794208E0,2.795229831E-1,-1.041725688E0,2.202001188E0,2.451965485E0
2.813798208E0,3.288097668E-1,-5.556550562E-1,1.274325807E0,1.428556848E0
2.823802208E0,7.729525734E-2,-1.000665443E-1,5.498072559E-1,5.641594533E-1
2.833806208E0,-3.279703625E-1,2.982223970E-1,-1.417996573E-1,4.654119676E-1
2.843810208E0,-3.762185528E-1,2.204702529E-1,-1.464774299E-1,4.600034449E-1
2.853814208E0,-1.200213153E0,9.682334232E-1,-7.221492594E-1,1.702788045E0
2.863818208E0,-1.562517233E0,1.194969808E0,-6.592940301E-1,2.074628054E0
2.873822208E0,-1.816910875E0,1.289418348E0,-5.844596100E-1,2.303336241E0
2.883826208E0,-1.946414276E0,1.156960787E0,-5.908512014E-1,2.340126479E0
2.893830208E0,-1.906089099E0,8.943075143E-1,-5.550101084E-1,2.177383247E0
2.903834208E0,-1.666324752E0,4.514166697E-1,-4.695741016E-1,1.789110122E0
2.913838208E0,-1.310260748E0,-3.101297401E-2,-4.799283510E-1,1.395735023E0
2.923842208E0,-9.654912253E-1,-4.986918468E-1,-6.110468996E-1,1.246693698E0
2.933846208E0,-5.773581666E-1,-9.174738903E-1,-7.936788332E-1,1.343512889E0
2.943850208E0,-1.572778584E-1,-1.148871383E0,-9.351761895E-1,1.489696709E0
2.953854208E0,1.055554353E-1,-1.275389416E0,-1.026027887E0,1.640272336E0
2.963858208E0,2.672582107E-1,-1.274261049E0,-1.082847036E0,1.693436115E0
2.973862208E0,3.666908073E-1,-1.222416273E0,-1.082110872E0,1.673238665E0
2.983866208E0,2.801501884E-1,-1.171876084E0,-9.663979822E-1,1.544572026E0
2.993870208E0,-5.973581292E-2,-1.057873286E0,-6.804691368E-1,1.259246800E0
3.003874208E0,-4.863934712E-1,-9.634376831E-1,-3.127143556E-1,1.123646317E0
3.013878208E0,-7.807545132E-1,-9.022682060E-1,-1.157824713E-1,1.198779006E0
3.023882208E0,-7.776079072E-1,-9.205021633E-1,-4.221964520E-1,1.276811707E0
3.033886208E0,-5.026877609E-1,-1.018149276E0,-1.131792909E0,1.603208696E0
3.043890208E0,-1.205097259E-1,-1.131652356E0,-1.899140561E0,2.214022249E0
3.053894208E0,2.176604830E-1,-1.233191230E0,-2.426070585E0,2.730193249E0
3.063898208E0,5.284318820E-1,-1.290868457E0,-2.774891497E0,3.105737344E0
3.073902208E0,7.154762708E-1,-1.311289858E0,-3.068105974E0,3.412427530E0
3.083906208E0,7.994117358E-1,-1.251122594E0,-3.344124958E0,3.658898550E0
3.093910208E0,8.133556641E-1,-1.083209271E0,-3.415783170E0,3.674569965E0
3.103914208E0,5.550715041E-1,-8.740928127E-1,-3.128846265E0,3.295727776E0
3.113918208E0,2.324589819E-1,-6.239259768E-1,-2.632748609E0,2.715637317E0
3.123922208E0,-3.448293105E-2,-3.699250484E-1,-2.144623046E0,2.176566476E0
3.133926208E0,-1.720027189E-1,-1.930721372E-1,-1.849106521E0,1.867098474E0
3.143930208E0,-1.914210297E-1,-2.121195884E-1,-1.682352701E0,1.706442892E0
3.153934208E0,-8.878061414E-2,-3.298803189E-1,-1.579642265E0,1.616159865E0
