"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.739485417E-1,-3.445820098E-1,2.148704987E0,2.910427033E0,3.634041194E0
2.839525417E-1,-3.630834407E-1,2.061085630E0,3.440841413E0,4.027318362E0
2.939575417E-1,-2.926563228E-1,2.024741092E0,3.686861842E0,4.216417254E0
3.039625417E-1,-2.109626072E-1,2.103825853E0,3.401206062E0,4.004845954E0
3.139665417E-1,-1.867086124E-1,2.209044744E0,2.729107799E0,3.516072833E0
3.239715417E-1,-3.349920645E-1,2.141381350E0,1.958516112E0,2.921218774E0
3.339765417E-1,-6.198381883E-1,1.989347895E0,1.320677270E0,2.466960251E0
3.439815417E-1,-1.073007999E0,1.627559613E0,1.032997769E0,2.206214144E0
3.539855417E-1,-1.568020047E0,9.804301304E-1,1.213053419E0,2.211657457E0
3.639905417E-1,-1.827791666E0,1.940117848E-1,1.939439571E0,2.672057034E0
3.739955417E-1,-1.647153194E0,-3.009129202E-1,2.715375028E0,3.190129116E0
3.839995417E-1,-1.176366307E0,-5.374193448E-1,3.025632384E0,3.290457197E0
3.940045417E-1,-6.766237155E-1,-6.927962369E-1,2.462646089E0,2.646207104E0
4.040095417E-1,-2.205052814E-1,-6.560710448E-1,1.110831226E0,1.308815421E0
4.140145417E-1,5.394915249E-3,-4.836770010E-1,-7.254640460E-3,4.837614869E-1
4.240185417E-1,-4.014351089E-3,-2.996803272E-1,-7.701747805E-1,8.264342720E-1
4.340235417E-1,-3.106955313E-1,-2.909095037E-1,-1.324953339E0,1.391639825E0
4.440285417E-1,-7.602417498E-1,-3.707345223E-1,-1.428684114E0,1.660286091E0
4.540325417E-1,-1.193319505E0,-4.776438439E-1,-9.886647642E-1,1.621608183E0
4.640375417E-1,-1.498748668E0,-6.222057259E-1,-3.296894073E-1,1.655923501E0
4.740425417E-1,-1.619486947E0,-8.727004445E-1,2.512191886E-1,1.856732377E0
4.840475417E-1,-1.562278228E0,-1.219887645E0,7.008922917E-1,2.102400802E0
4.940515417E-1,-1.341753851E0,-1.553910424E0,7.972544056E-1,2.202397691E0
5.040565417E-1,-1.051906641E0,-1.845945516E0,4.537819415E-1,2.172542400E0
5.140615417E-1,-7.071225730E-1,-2.000426615E0,-3.918219209E-2,2.122089588E0
5.240665417E-1,-5.709941301E-1,-2.036966450E0,-5.660426348E-1,2.189902025E0
5.340705417E-1,-5.554428754E-1,-2.066455128E0,-1.238712755E0,2.472481117E0
5.440755417E-1,-5.948528531E-1,-2.064324988E0,-1.904902992E0,2.871226738E0
5.540805417E-1,-6.963713707E-1,-2.038375629E0,-2.461647384E0,3.271026771E0
5.640845417E-1,-8.290341689E-1,-2.003601068E0,-2.802811368E0,3.543651571E0
5.740895417E-1,-9.290203140E-1,-1.929021002E0,-2.774947631E0,3.504930117E0
5.840945417E-1,-9.737319987E-1,-1.914034004E0,-2.359290705E0,3.190287260E0
5.940995417E-1,-9.498603753E-1,-1.961252609E0,-1.927416526E0,2.909240621E0
6.041035417E-1,-8.717883519E-1,-2.007635647E0,-1.727378016E0,2.788270186E0
6.141085417E-1,-7.817125064E-1,-2.041972836E0,-1.858763198E0,2.869795834E0
6.241135417E-1,-6.882805784E-1,-1.953890380E0,-2.162920153E0,2.994935952E0
6.341185417E-1,-4.945932410E-1,-1.749178775E0,-2.514215607E0,3.102503663E0
6.441225417E-1,-2.940237125E-1,-1.506542130E0,-2.893471861E0,3.275408149E0
6.541275417E-1,-2.030143407E-1,-1.402274580E0,-3.148775330E0,3.452879219E0
6.641325417E-1,-1.515664444E-1,-1.261112854E0,-3.008964311E0,3.266074745E0
6.741365417E-1,-1.386146242E-1,-1.031892060E0,-2.402607463E0,2.618499162E0
6.841415417E-1,-2.023030270E-1,-8.228160936E-1,-1.794811031E0,1.984766856E0
6.941465417E-1,-2.832311228E-1,-6.452782542E-1,-1.430500844E0,1.594658760E0
7.041515417E-1,-3.917246378E-1,-4.354322094E-1,-1.295203875E0,1.421478976E0
7.141555417E-1,-4.500793749E-1,-1.810368133E-1,-1.311361486E0,1.398218409E0
7.241605417E-1,-3.557396302E-1,7.385208786E-2,-1.274255056E0,1.325039910E0
7.341655417E-1,-2.328642670E-1,3.771173429E-1,-1.021736616E0,1.113727511E0
7.441695417E-1,-1.107837049E-1,6.918168283E-1,-6.874103665E-1,9.815378572E-1
7.541745417E-1,-6.838827139E-2,1.041690239E0,-2.603642339E-1,1.075911262E0
7.641795417E-1,-5.655748576E-2,1.411254149E0,2.028065819E-1,1.426873341E0
7.741845417E-1,-2.028642135E-2,1.718551644E0,5.348652810E-1,1.799975600E0
7.841885417E-1,2.129989000E-2,1.946160361E0,7.597404242E-1,2.089305949E0
7.941935417E-1,4.910105241E-2,2.096667107E0,1.098678373E0,2.367597524E0
8.041985417E-1,5.389171273E-2,2.135348777E0,1.555673944E0,2.642487490E0
8.142035417E-1,4.698595919E-2,2.058415207E0,1.946276135E0,2.833244013E0
8.242075417E-1,1.636252851E-2,1.973846927E0,2.300953034E0,3.031620736E0
8.342125417E-1,8.218629791E-2,1.946597148E0,2.709795030E0,3.337511670E0
8.442175417E-1,3.337195276E-1,2.051772770E0,3.189371964E0,3.806997996E0
8.542215417E-1,7.276091702E-1,2.269969223E0,3.444771327E0,4.189107885E0
8.642265417E-1,1.038995111E0,2.480938518E0,3.315103472E0,4.269013681E0
8.742315417E-1,1.101634944E0,2.627018922E0,2.982807961E0,4.124557103E0
8.842365417E-1,8.433385780E-1,2.611822593E0,2.655780791E0,3.819163367E0
8.942405417E-1,2.858681988E-1,2.471533856E0,2.877054049E0,3.803635134E0
9.042455417E-1,-3.448601911E-1,2.121173957E0,3.757772196E0,4.328875071E0
9.142505417E-1,-7.748160810E-1,1.529765516E0,4.878707995E0,5.171297148E0
9.242545417E-1,-8.033072240E-1,8.002247912E-1,5.657693360E0,5.770195522E0
9.342595417E-1,-3.404219717E-1,1.478556186E-1,5.836267911E0,5.848057073E0
9.442645417E-1,4.480344209E-1,-2.146343297E-1,5.101816109E0,5.125946776E0
9.542695417E-1,1.337822184E0,-4.416273344E-1,3.405525985E0,3.685432150E0
9.642735417E-1,2.065283346E0,-5.346471798E-1,1.495134797E0,2.605123983E0
9.742785417E-1,2.548337619E0,-4.672574347E-1,-1.181774908E-1,2.593514999E0
9.842835417E-1,2.757980765E0,-2.599508357E-1,-1.374633622E0,3.092515147E0
9.942885417E-1,2.876221698E0,-2.617973864E-2,-1.992508900E0,3.499061067E0
1.004292542E0,2.441074687E0,4.063814878E-3,-2.665844434E0,3.614635346E0
1.014297542E0,2.143600660E0,-2.260592043E-2,-2.788197421E0,3.517041325E0
1.024302542E0,1.968477867E0,-2.546596903E-1,-2.218876837E0,2.977107840E0
1.034306542E0,1.656085255E0,-7.274211091E-1,-1.743742619E0,2.512448638E0
1.044311542E0,1.454866776E0,-1.232635744E0,-1.604749625E0,2.492237865E0
1.054316542E0,1.229547391E0,-1.682364396E0,-1.488287122E0,2.560690396E0
1.064321542E0,1.001886561E0,-2.032298033E0,-1.368941358E0,2.647265083E0
1.074325542E0,7.527320246E-1,-2.263363624E0,-1.428311062E0,2.780196555E0
1.084330542E0,5.076973994E-1,-2.332137989E0,-1.487126450E0,2.812146747E0
1.094335542E0,2.141443878E-1,-2.388727342E0,-1.470946620E0,2.813460519E0
1.104340542E0,-4.631198536E-2,-2.498286622E0,-1.480994475E0,2.904638615E0
1.114344542E0,-1.865944090E-1,-2.650448130E0,-1.528378556E0,3.065229808E0
1.124349542E0,-1.584795344E-1,-2.763581228E0,-1.606927713E0,3.200736422E0
1.134354542E0,-1.006623756E-2,-2.830625403E0,-1.735909104E0,3.320530367E0
1.144358542E0,1.051154415E-1,-2.829400996E0,-1.948676417E0,3.437135294E0
1.154363542E0,1.936792427E-1,-2.758715760E0,-2.206541551E0,3.537916041E0
1.164368542E0,2.622261518E-1,-2.594562197E0,-2.518746614E0,3.625548242E0
1.174373542E0,3.082402124E-1,-2.383928533E0,-2.785153361E0,3.679022495E0
1.184377542E0,3.493910158E-1,-2.184375926E0,-3.053938755E0,3.770956667E0
1.194382542E0,4.306983767E-1,-1.941638124E0,-3.253792493E0,3.813479419E0
1.204387542E0,5.462207200E-1,-1.636909896E0,-3.388041056E0,3.802190589E0
1.214392542E0,6.943233834E-1,-1.302983596E0,-3.225819413E0,3.547641766E0
1.224396542E0,7.941033411E-1,-9.906446314E-1,-2.797269377E0,3.071920062E0
1.234401542E0,8.041802133E-1,-7.024458969E-1,-2.420412819E0,2.645474300E0
1.244406542E0,8.742652325E-1,-3.760701066E-1,-1.986921301E0,2.203094342E0
1.254410708E0,9.297313354E-1,-1.034606338E-1,-1.554213309E0,1.814024109E0
1.264415708E0,9.688223109E-1,3.104871511E-2,-1.409699959E0,1.710799424E0
1.274420708E0,9.934926639E-1,1.434438944E-1,-1.414126886E0,1.734173773E0
1.284425708E0,9.446032899E-1,3.329924995E-1,-1.253072348E0,1.604166353E0
1.294429708E0,8.253131470E-1,6.299263895E-1,-8.043155032E-1,1.313344005E0
1.304434708E0,7.004859833E-1,9.936875224E-1,-1.500886703E-1,1.224998822E0
1.314439708E0,4.516845818E-1,1.310379739E0,6.520352966E-1,1.531751954E0
1.324443708E0,2.052135334E-1,1.515433990E0,1.419913291E0,2.086817320E0
1.334448708E0,1.712439330E-3,1.693499833E0,1.876797765E0,2.527907132E0
1.344453708E0,-1.872581045E-1,1.824324852E0,2.014845849E0,2.724487210E0
1.354458708E0,-3.788291153E-1,1.880656343E0,2.041010385E0,2.801089639E0
1.364462708E0,-5.094026303E-1,1.981082856E0,2.060964008E0,2.903748089E0
1.374467708E0,-5.919047235E-1,2.048227018E0,2.250178737E0,3.099820877E0
1.384472708E0,-7.426084477E-1,2.016314669E0,2.639771699E0,3.403731302E0
1.394477708E0,-7.830896719E-1,1.911629629E0,2.976722764E0,3.623318325E0
1.404481708E0,-6.244897945E-1,1.785873562E0,3.143509328E0,3.668921200E0
1.414486708E0,-3.888193756E-1,1.711151408E0,2.998529370E0,3.474247837E0
1.424491708E0,-1.356298033E-1,1.753715045E0,2.690955302E0,3.214833174E0
1.434495708E0,-1.379458671E-2,1.850205213E0,2.319376441E0,2.966977704E0
1.444500708E0,-1.061631072E-1,1.835135184E0,1.820662740E0,2.587238791E0
1.454505708E0,-3.613464522E-1,1.655701677E0,1.403718842E0,2.200533092E0
1.464510708E0,-7.904710507E-1,1.155837244E0,1.209585435E0,1.850378649E0
1.474514708E0,-1.369733217E0,3.433251143E-1,1.552828104E0,2.098884547E0
1.484519708E0,-1.865843006E0,-4.489538956E-1,2.311373357E0,3.004226443E0
1.494524708E0,-2.074955226E0,-1.053511555E0,3.060539677E0,3.844766429E0
1.504529708E0,-1.951262056E0,-1.500062245E0,3.575667681E0,4.340853570E0
1.514533708E0,-1.554400274E0,-1.688763589E0,3.570354316E0,4.244468472E0
1.524538708E0,-1.050457189E0,-1.683224521E0,2.750196952E0,3.391207509E0
1.534543708E0,-6.478189424E-1,-1.541139520E0,1.369836566E0,2.161303454E0
1.544547708E0,-3.742721974E-1,-1.278119481E0,3.408225060E-2,1.332227715E0
1.554552708E0,-2.152517774E-1,-1.038119929E0,-1.035313266E0,1.481856901E0
1.564557708E0,-2.199964274E-1,-8.823220378E-1,-1.633085817E0,1.869186960E0
1.574562708E0,-4.250688967E-1,-8.947128725E-1,-1.788743375E0,2.044699869E0
1.584566708E0,-8.036728942E-1,-1.144500663E0,-1.662963919E0,2.172837059E0
1.594571708E0,-1.025521226E0,-1.307978287E0,-1.283809406E0,2.100158941E0
1.604576708E0,-1.086521500E0,-1.378217381E0,-9.911416447E-1,2.015533150E0
1.614581708E0,-9.899878429E-1,-1.456609831E0,-1.092070434E0,2.072294854E0
1.624585708E0,-7.871798723E-1,-1.527023757E0,-1.420879835E0,2.229428898E0
1.634590708E0,-5.192789795E-1,-1.621689008E0,-1.869109261E0,2.528457104E0
1.644595708E0,-2.259359195E-1,-1.756939200E0,-2.396987119E0,2.980508286E0
1.654599708E0,-1.270307600E-4,-1.909546266E0,-2.796323297E0,3.386117384E0
1.664604708E0,1.950892805E-1,-2.046675167E0,-3.061279934E0,3.687597307E0
1.674609708E0,3.382512294E-1,-2.178236935E0,-3.225532899E0,3.906813602E0
1.684614708E0,4.386606033E-1,-2.268063908E0,-3.361439733E0,4.078702501E0
1.694618708E0,4.495441354E-1,-2.351295222E0,-3.434928709E0,4.186814348E0
1.704623708E0,1.908666223E-1,-2.351446080E0,-3.353821396E0,4.100469082E0
1.714628708E0,-2.353278634E-1,-2.170073929E0,-3.156239301E0,3.837505256E0
1.724632708E0,-5.711926431E-1,-1.769940776E0,-2.945376425E0,3.483416954E0
1.734637708E0,-7.101167129E-1,-1.331811246E0,-2.875699834E0,3.247712499E0
1.744642708E0,-6.644816067E-1,-9.088534865E-1,-2.959990371E0,3.166874400E0
1.754647708E0,-5.173353650E-1,-6.136661598E-1,-3.115180153E0,3.216919243E0
1.764651708E0,-3.099781145E-1,-4.003796133E-1,-3.293019708E0,3.331721637E0
1.774656708E0,-8.194927555E-2,-2.481341976E-1,-3.523135711E0,3.532813539E0
1.784661708E0,9.150298638E-2,-1.552315888E-1,-3.614915362E0,3.619403641E0
1.794666708E0,1.834894461E-1,-8.292024225E-2,-3.529208629E0,3.534948046E0
1.804670708E0,2.485728301E-1,5.448172420E-2,-3.193194289E0,3.203318041E0
1.814675708E0,2.359969676E-1,2.837557277E-1,-2.609738061E0,2.635705717E0
1.824680708E0,9.383629952E-2,4.932377833E-1,-1.821396566E0,1.889331684E0
1.834684708E0,-1.982562969E-1,6.598422065E-1,-7.618325579E-1,1.027173862E0
1.844689708E0,-3.937314753E-1,8.433801663E-1,3.880744404E-1,1.008422704E0
1.854694708E0,-4.848672748E-1,9.960258240E-1,1.305349964E0,1.712046216E0
1.864699708E0,-4.866625162E-1,1.083273006E0,1.881145170E0,2.224641086E0
1.874703708E0,-2.902023561E-1,1.322223274E0,2.015182648E0,2.427643487E0
1.884708708E0,-3.480405282E-2,1.538624632E0,1.783745175E0,2.355912547E0
1.894713708E0,1.627234800E-1,1.623085908E0,1.664017587E0,2.330201993E0
1.904717708E0,2.745743931E-1,1.692864826E0,1.779225862E0,2.471199523E0
1.914722708E0,3.967049672E-1,1.763880137E0,2.014718379E0,2.706979519E0
1.924727708E0,5.325349097E-1,1.794238588E0,2.092729007E0,2.807561262E0
1.934732708E0,6.273887710E-1,1.794159358E0,2.104152128E0,2.835503597E0
1.944736708E0,5.798210869E-1,1.743377460E0,2.345055658E0,2.979067556E0
1.954741708E0,4.292199447E-1,1.648807810E0,2.874736213E0,3.341691974E0
1.964746708E0,3.684835270E-1,1.610760270E0,3.481893545E0,3.854077246E0
1.974751708E0,4.059844984E-1,1.654212684E0,3.919877479E0,4.273953962E0
1.984755708E0,4.746097602E-1,1.729737952E0,4.058878659E0,4.437538031E0
1.994760708E0,6.304694496E-1,1.837654164E0,3.865393124E0,4.326167883E0
2.004765708E0,5.691453502E-1,1.665573531E0,3.242414981E0,3.689351776E0
2.014769708E0,1.144315598E0,1.998164327E0,1.912483322E0,2.993277689E0
2.024774708E0,1.363477427E0,2.068569774E0,4.431791854E-1,2.516835194E0
2.034779708E0,1.503258333E0,1.912381288E0,-5.474654460E-1,2.493332353E0
2.044784708E0,1.565252852E0,1.585799384E0,-2.253435051E-1,2.239543675E0
2.054788708E0,1.534344324E0,8.688617474E-1,1.463917097E0,2.291764933E0
2.064793708E0,1.424765749E0,-1.207400331E-1,3.736205326E0,4.000470701E0
2.074798708E0,1.322440498E0,-9.543419006E-1,5.933902379E0,6.153926777E0
2.084803708E0,1.222051772E0,-1.588748134E0,7.430868523E0,7.696449712E0
2.094807708E0,1.240921103E0,-2.004258588E0,7.782354596E0,8.131542334E0
2.104812708E0,1.637567269E0,-1.851203917E0,6.857627381E0,7.289419442E0
2.114817708E0,2.105356946E0,-1.343167708E0,4.832800920E0,5.439907361E0
2.124821708E0,2.031066756E0,-7.972441730E-1,3.184008313E0,3.859888518E0
2.134826708E0,1.696748400E0,-3.438455164E-1,2.110629088E0,2.729824174E0
2.144831708E0,1.351091709E0,-1.809128523E-2,1.268928242E0,1.853632915E0
2.154836708E0,9.744669937E-1,1.386839685E-1,7.282215929E-1,1.224387950E0
2.164840708E0,6.567673020E-1,1.654536912E-1,4.837594467E-1,8.323108886E-1
2.174845708E0,4.160697029E-1,2.263924956E-2,3.000685823E-1,5.134858200E-1
2.184850708E0,2.207979162E-1,-2.239334491E-1,4.346118450E-2,3.174693434E-1
2.194855708E0,5.373766601E-2,-4.523578522E-1,-3.565977091E-1,5.785129984E-1
2.204859708E0,4.775932655E-3,-6.586581454E-1,-9.332676584E-1,1.142296758E0
2.214864708E0,-6.787382148E-2,-8.845393020E-1,-1.545441316E0,1.781966749E0
2.224869708E0,-2.111783329E-1,-1.058959406E0,-2.138445463E0,2.395608547E0
2.234873708E0,-2.967772577E-1,-1.086360920E0,-2.633607565E0,2.864287973E0
2.244878708E0,-2.537589267E-1,-1.146122680E0,-2.999094211E0,3.220645413E0
2.254884292E0,-2.196874204E-1,-1.305488543E0,-3.209972289E0,3.472244950E0
2.264889292E0,-5.195572704E-2,-1.460899641E0,-3.411704738E0,3.711691848E0
2.274893292E0,2.004497154E-1,-1.649070350E0,-3.633755676E0,3.995471614E0
2.284898292E0,5.078113836E-1,-1.912997000E0,-3.780052426E0,4.266875469E0
2.294903292E0,7.119900877E-1,-2.160288029E0,-4.046371465E0,4.641863450E0
2.304907292E0,7.335970113E-1,-2.325283006E0,-4.360170479E0,4.995617303E0
2.314912292E0,7.460981391E-1,-2.208777819E0,-4.476369272E0,5.047102510E0
2.324917292E0,7.476757179E-1,-1.759343867E0,-4.351191494E0,4.752596895E0
2.334922292E0,6.247695107E-1,-1.187982897E0,-4.200268427E0,4.409523235E0
2.344926292E0,4.050175517E-1,-6.462863141E-1,-3.957099684E0,4.029933390E0
2.354931292E0,1.700286989E-1,-3.319180736E-1,-3.877926046E0,3.895816959E0
2.364936292E0,4.631345630E-2,-8.559885174E-2,-3.752310312E0,3.753572269E0
2.374941292E0,-2.399156436E-2,2.500476989E-1,-3.636648878E0,3.645314048E0
2.384945292E0,-6.610182278E-2,5.943209392E-1,-3.580012162E0,3.629610711E0
2.394950292E0,-2.541404575E-2,8.738052759E-1,-3.568108985E0,3.673633524E0
2.404955292E0,1.568661779E-3,9.447036427E-1,-3.243515427E0,3.378292432E0
2.414959292E0,1.723773792E-2,9.069025630E-1,-2.676538991E0,2.826062698E0
2.424964292E0,-7.459307626E-2,8.175030211E-1,-1.944666982E0,2.110830402E0
2.434969292E0,-2.470963168E-1,6.710782161E-1,-1.045034847E0,1.266293960E0
2.444974292E0,-4.090969348E-1,5.597358280E-1,-2.396329308E-1,7.335451184E-1
2.454978292E0,-5.002845553E-1,5.137407526E-1,4.308006299E-1,8.365425153E-1
2.464983292E0,-5.775683740E-1,6.083706290E-1,9.727556598E-1,1.284505205E0
2.474988292E0,-6.553752261E-1,6.613981506E-1,1.375716527E0,1.661192392E0
2.484993292E0,-6.280970880E-1,5.945372862E-1,1.908403135E0,2.095228642E0
2.494997292E0,-4.327866367E-1,4.782449377E-1,2.349244604E0,2.436179940E0
2.505002292E0,-2.189595151E-1,4.173195818E-1,2.733905439E0,2.774227434E0
2.515007292E0,-1.027063429E-1,4.004035869E-1,3.015662881E0,3.043861731E0
2.525011292E0,-1.249358489E-1,3.956153020E-1,3.305500005E0,3.331433733E0
2.535016292E0,-2.063134494E-1,2.892065021E-1,3.676056772E0,3.693182778E0
2.545021292E0,-2.267278334E-1,1.571658477E-1,4.187038516E0,4.196117033E0
2.555026292E0,-3.280986723E-1,3.125512183E-2,4.728633943E0,4.740105968E0
2.565030292E0,-5.914645743E-1,1.306212428E-1,5.239205797E0,5.274103680E0
2.575035292E0,-1.016188193E0,5.006657937E-1,5.396279551E0,5.513904032E0
2.585040292E0,-1.525416942E0,9.053226453E-1,5.131813495E0,5.429734403E0
2.595044292E0,-1.950972911E0,1.175535052E0,5.043443356E0,5.533940625E0
2.605049292E0,-2.430755959E0,1.038645886E0,5.349856167E0,5.967270801E0
2.615054292E0,-2.842986124E0,4.033078989E-1,6.018921479E0,6.668781233E0
2.625059292E0,-2.862747667E0,-3.806747890E-1,6.657775397E0,7.257148940E0
2.635063292E0,-2.510432459E0,-8.724209476E-1,6.773140962E0,7.275907361E0
2.645068292E0,-2.200395251E0,-1.155922614E0,6.101287698E0,6.588141461E0
2.655073292E0,-1.902984374E0,-1.133464920E0,4.404186564E0,4.929802384E0
2.665078292E0,-1.689389533E0,-8.995467657E-1,2.421365331E0,3.086459370E0
2.675082292E0,-1.444560913E0,-4.016797417E-1,4.668206477E-1,1.570358036E0
2.685087292E0,-1.436881472E0,-2.997341216E-2,-1.055876169E0,1.783367953E0
2.695092292E0,-1.520543580E0,2.114435041E-1,-1.755606034E0,2.332147869E0
2.705096292E0,-1.570849515E0,2.590643978E-1,-1.855160143E0,2.444647565E0
2.715101292E0,-1.583628020E0,7.674441308E-2,-1.573970466E0,2.234088279E0
2.725106292E0,-1.490211002E0,-1.900891802E-1,-1.292076784E0,1.981495684E0
2.735111292E0,-1.263524977E0,-3.258188429E-1,-1.100292204E0,1.706838076E0
2.745115292E0,-9.681926389E-1,-4.265850797E-1,-1.043448497E0,1.485986737E0
2.755120292E0,-7.107705778E-1,-4.773991379E-1,-1.177031062E0,1.455509145E0
2.765125292E0,-3.659658256E-1,-5.398626038E-1,-1.378803856E0,1.525281184E0
2.775129292E0,-8.122747332E-2,-6.448230484E-1,-1.678318123E0,1.799762870E0
2.785134292E0,1.348357697E-1,-8.525135171E-1,-2.001679088E0,2.179834662E0
2.795139292E0,3.463221046E-1,-1.123968165E0,-2.270077397E0,2.556656962E0
2.805144292E0,5.781700525E-1,-1.335759871E0,-2.367773845E0,2.779368278E0
2.815148292E0,5.494898982E-1,-1.624879834E0,-2.398617323E0,2.948819880E0
2.825153292E0,5.666580543E-1,-1.789535380E0,-2.555859477E0,3.171112722E0
2.835158292E0,5.974369204E-1,-1.798736851E0,-2.612059990E0,3.227265487E0
2.845163292E0,5.537512028E-1,-1.809227633E0,-2.693478375E0,3.291621300E0
2.855167292E0,4.698811535E-1,-1.799786134E0,-3.035773795E0,3.560328771E0
2.865172292E0,3.861802348E-1,-1.745286576E0,-3.510500463E0,3.939387504E0
2.875177292E0,4.042627493E-1,-1.673960485E0,-3.971898987E0,4.329151608E0
2.885181292E0,4.164210109E-1,-1.652026410E0,-4.406941187E0,4.724799292E0
2.895186292E0,4.451199494E-1,-1.633253047E0,-4.805893788E0,5.095317692E0
2.905191292E0,4.866318914E-1,-1.561046365E0,-5.001782529E0,5.262271830E0
2.915196292E0,4.810906313E-1,-1.387038198E0,-5.092811397E0,5.300193495E0
2.925200292E0,4.464379849E-1,-1.144893303E0,-5.103035839E0,5.248910584E0
2.935205292E0,3.785277645E-1,-8.332475263E-1,-5.021700484E0,5.104415781E0
2.945210292E0,3.010385623E-1,-5.423970795E-1,-4.950428773E0,4.989144600E0
2.955215292E0,2.865564709E-1,-2.733666873E-1,-4.902456461E0,4.918426914E0
2.965219292E0,3.382948277E-1,-2.085204810E-2,-4.744264719E0,4.756356371E0
2.975224292E0,4.139403297E-1,1.996920624E-1,-4.342628832E0,4.366880888E0
2.985229292E0,4.858278262E-1,3.104333568E-1,-3.802023339E0,3.845488138E0
2.995233292E0,5.088586199E-1,3.983085296E-1,-3.012389025E0,3.080921034E0
3.005238292E0,4.830373887E-1,5.455890745E-1,-2.066659196E0,2.191363226E0
3.015243292E0,3.605987395E-1,6.526893076E-1,-1.121200678E0,1.346523577E0
3.025248292E0,9.380607672E-2,6.478904977E-1,-1.544658959E-1,6.726227695E-1
3.035252292E0,-1.775268759E-1,5.905468538E-1,8.402390420E-1,1.042239428E0
3.045257292E0,-4.701262249E-1,5.707364872E-1,1.772695692E0,1.920731324E0
3.055262292E0,-7.579175547E-1,6.118351042E-1,2.473778018E0,2.658638542E0
3.065266292E0,-1.034725036E0,7.934250641E-1,3.066817832E0,3.332499189E0
3.075271292E0,-1.259719609E0,1.034037403E0,3.651137109E0,3.998365795E0
3.085276292E0,-1.522553268E0,1.227164797E0,4.293742016E0,4.718084610E0
3.095281292E0,-1.701987213E0,1.337059122E0,4.990131367E0,5.439292107E0
3.105285292E0,-1.789481732E0,1.376989173E0,5.504821415E0,5.949907803E0
3.115290292E0,-1.741292197E0,1.432469309E0,5.560181099E0,5.999973390E0
3.125295292E0,-1.489143008E0,1.636897032E0,5.333079336E0,5.773968652E0
3.135299292E0,-1.195676079E0,1.907802334E0,4.845144392E0,5.342731063E0
3.145304292E0,-1.039000812E0,2.037281030E0,4.227493647E0,4.806426867E0
3.155309292E0,-9.808574156E-1,2.106714377E0,3.982783579E0,4.611170326E0
3.165314292E0,-9.760543665E-1,2.053110613E0,4.195462015E0,4.771776067E0
3.175318292E0,-1.016226346E0,1.790970872E0,4.623210983E0,5.061064359E0
3.185323292E0,-9.619599456E-1,1.313032913E0,5.198850068E0,5.447702672E0
3.195328292E0,-7.237204063E-1,7.597541651E-1,5.682036488E0,5.778108364E0
