"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.854218333E-1,1.297602403E-1,9.706030074E-1,-2.045636702E-1,1.000377035E0
6.954268333E-1,1.350104553E-1,1.022961900E0,3.959734440E-2,1.032592282E0
7.054318333E-1,3.906422451E-2,1.050338564E0,2.173854446E-1,1.073309621E0
7.154368333E-1,-6.970261127E-2,9.789516619E-1,2.744378972E-1,1.019078490E0
7.254418333E-1,-1.470245831E-1,9.108468023E-1,4.410747725E-1,1.022646117E0
7.354468333E-1,-1.874069162E-1,8.811461627E-1,6.654219121E-1,1.119967068E0
7.454518333E-1,-2.681597418E-1,9.108552808E-1,7.903237009E-1,1.235385989E0
7.554578333E-1,-3.805259773E-1,9.409397900E-1,7.807003534E-1,1.280492386E0
7.654628333E-1,-4.007826327E-1,9.045531517E-1,5.708145475E-1,1.142222557E0
7.754678333E-1,-2.978165272E-1,7.646453610E-1,4.066446126E-1,9.158258857E-1
7.854728333E-1,-2.454994422E-1,1.111246670E0,5.424508739E-1,1.260710946E0
7.954778333E-1,-1.194093530E-1,1.143271578E0,2.249131501E-1,1.171287505E0
8.054828333E-1,-1.416350582E-1,9.527692920E-1,-1.026712596E-1,9.686956184E-1
8.154878333E-1,-1.909310330E-1,7.724221578E-1,-5.044580054E-1,9.421085545E-1
8.254928333E-1,-1.994312766E-1,5.256921691E-1,-7.783035797E-1,9.601466309E-1
8.354978333E-1,-2.348228650E-1,2.666496983E-1,-8.208297944E-1,8.944302046E-1
8.455028333E-1,-3.023484117E-1,-2.414549232E-2,-5.479788315E-1,6.263212967E-1
8.555078333E-1,-4.317572343E-1,-4.062660053E-1,-2.532013947E-1,6.446528700E-1
8.655128333E-1,-5.214432898E-1,-6.847452056E-1,1.226003247E-1,8.693733035E-1
8.755188333E-1,-5.644062915E-1,-8.850968340E-1,4.618855977E-1,1.146860573E0
8.855238333E-1,-5.856457177E-1,-9.046505079E-1,7.237209910E-1,1.298131550E0
8.955288333E-1,-5.742584845E-1,-8.019786635E-1,7.543481219E-1,1.241766352E0
9.055338333E-1,-5.779627687E-1,-5.994349140E-1,6.673772210E-1,1.067124891E0
9.155388333E-1,-6.972469182E-1,-4.015712759E-1,4.142307901E-1,9.049861336E-1
9.255438333E-1,-7.582121813E-1,-1.925727850E-1,1.030700397E-1,7.890458937E-1
9.355488333E-1,-8.145349013E-1,-2.038190272E-1,-1.265787703E-1,8.491357291E-1
9.455538333E-1,-8.411071343E-1,-3.165328798E-1,-3.362359500E-1,9.595357677E-1
9.555588333E-1,-8.537269606E-1,-2.301750594E-1,-6.383884799E-1,1.090582474E0
9.655638333E-1,-7.836389447E-1,1.976154238E-2,-8.480251944E-1,1.154827799E0
9.755688333E-1,-7.943307247E-1,1.357428190E-1,-8.238188910E-1,1.152417016E0
9.855738333E-1,-9.345930760E-1,4.315011263E-2,-6.341521722E-1,1.130254452E0
9.955788333E-1,-1.039810652E0,-1.496358034E-1,-2.456655031E-1,1.078864498E0
1.005583833E0,-1.138167543E0,-3.925039986E-1,2.503432757E-1,1.229697728E0
1.015589833E0,-1.217685291E0,-7.686372551E-1,5.736919624E-1,1.550059084E0
1.025594833E0,-1.227871433E0,-1.023439910E0,6.547618532E-1,1.727371005E0
1.035599833E0,-1.147952347E0,-1.018416274E0,6.509202325E-1,1.666932347E0
1.045604833E0,-1.096412284E0,-9.578052065E-1,4.732748044E-1,1.530849356E0
1.055609833E0,-1.086517991E0,-8.866840607E-1,2.990441501E-2,1.402720301E0
1.065614833E0,-1.139893422E0,-7.413199407E-1,-3.513463247E-1,1.404406105E0
1.075619833E0,-1.131366281E0,-5.099605277E-1,-7.210195774E-1,1.435241664E0
1.085624833E0,-1.114138118E0,-2.836463848E-1,-1.116425841E0,1.602549743E0
1.095629833E0,-1.085460084E0,-1.249026659E-1,-1.580706459E0,1.921576743E0
1.105634833E0,-9.905551690E-1,-2.159289032E-2,-2.016992946E0,2.247204116E0
1.115639833E0,-8.053267792E-1,1.033980685E-1,-2.382010646E0,2.516588385E0
1.125644833E0,-6.300056192E-1,2.168887237E-1,-2.646053363E0,2.728652818E0
1.135649833E0,-4.080371635E-1,9.294558585E-2,-2.740757207E0,2.772522908E0
1.145654833E0,-1.481571157E-1,-2.663371646E-1,-2.684770117E0,2.702013434E0
1.155660833E0,-9.318685658E-2,9.100021720E-3,-2.625823751E0,2.627492526E0
1.165665833E0,9.763688006E-2,4.130575463E-1,-2.534550469E0,2.569843493E0
1.175670833E0,1.898715907E-1,5.056078604E-1,-2.410459104E0,2.470223395E0
1.185675833E0,-1.448193057E-1,3.353737780E-1,-2.140107826E0,2.171061885E0
1.195680833E0,-4.062271579E-1,1.777471697E-1,-1.765872576E0,1.820692317E0
1.205685833E0,-4.984037983E-1,1.518986759E-1,-1.394749213E0,1.488893859E0
1.215690833E0,-5.687036296E-1,1.946824604E-1,-1.078461624E0,1.234667791E0
1.225695833E0,-6.980806580E-1,2.057529938E-1,-8.572298813E-1,1.124497207E0
1.235700833E0,-6.764389434E-1,3.683368716E-1,-6.711878514E-1,1.021633411E0
1.245705833E0,-6.807812320E-1,4.819128960E-1,-5.286631393E-1,9.875159948E-1
1.255710833E0,-7.241820440E-1,5.470166722E-1,-3.796608818E-1,9.837729706E-1
1.265715833E0,-7.554549998E-1,6.020568055E-1,-2.631270432E-1,1.001209516E0
1.275720833E0,-7.552615301E-1,6.422952971E-1,-3.113770974E-1,1.039191476E0
1.285725833E0,-6.154165969E-1,8.433436212E-1,-4.726643550E-1,1.146026895E0
1.295731833E0,-4.635592901E-1,1.069394932E0,-5.777604550E-1,1.300884268E0
1.305736833E0,-4.050820903E-1,1.261734121E0,-6.202971947E-1,1.463158604E0
1.315741833E0,-3.337893288E-1,1.356521872E0,-6.733665240E-1,1.550802818E0
1.325746833E0,-2.395520930E-1,1.390131667E0,-6.723836070E-1,1.562674302E0
1.335751833E0,-1.595888608E-1,1.384623590E0,-5.990478283E-1,1.517072639E0
1.345756833E0,-8.233595923E-2,1.352685806E0,-4.892324406E-1,1.440793698E0
1.355761833E0,-6.466150738E-2,1.427062097E0,-3.009175980E-1,1.459876275E0
1.365766833E0,-7.187565587E-2,1.558401085E0,-5.970942736E-2,1.561199945E0
1.375771833E0,-2.127838321E-2,1.684905011E0,1.401150745E-1,1.690854784E0
1.385776833E0,6.431601003E-2,1.823034663E0,3.181709772E-1,1.851708591E0
1.395781833E0,2.040982318E-1,1.964083246E0,6.661662626E-1,2.084000138E0
1.405786833E0,3.234851461E-1,2.157334893E0,1.115079228E0,2.449926155E0
1.415791833E0,3.591286033E-1,2.347397760E0,1.557119960E0,2.839695788E0
1.425796833E0,3.374606493E-1,2.543487938E0,1.857465701E0,3.167552590E0
1.435801833E0,3.941078898E-1,2.894117686E0,2.047403145E0,3.566945171E0
1.445807833E0,5.916081235E-1,3.226140718E0,1.962938946E0,3.822448614E0
1.455812833E0,8.257157278E-1,3.380566852E0,1.708390937E0,3.876678772E0
1.465817833E0,9.745728283E-1,3.300668744E0,1.567559579E0,3.781725715E0
1.475822833E0,1.045542824E0,2.751135430E0,1.724280161E0,3.411018620E0
1.485827833E0,1.021844643E0,1.886417019E0,2.234791204E0,3.097906934E0
1.495832833E0,1.062082112E0,1.043191220E0,2.794693678E0,3.166477394E0
1.505837833E0,1.165284737E0,2.856038864E-1,3.354064055E0,3.562190868E0
1.515842833E0,1.271633749E0,-3.792034833E-1,3.931654941E0,4.149549162E0
1.525847833E0,1.324538918E0,-8.899066074E-1,4.429002732E0,4.707696073E0
1.535852458E0,1.347015030E0,-1.172391297E0,4.603647369E0,4.937865930E0
1.545857458E0,1.298187709E0,-1.200965909E0,4.291285016E0,4.641415466E0
1.555862458E0,1.240760450E0,-9.637434925E-1,3.484941698E0,3.822709334E0
1.565867458E0,1.187939774E0,-5.596549903E-1,2.216095902E0,2.575945586E0
1.575872458E0,1.258337765E0,-4.779090151E-2,9.019055325E-1,1.548913003E0
1.585877458E0,1.459242248E0,4.980286995E-1,-3.965762919E-1,1.592072008E0
1.595883458E0,1.725401803E0,8.732085675E-1,-1.651400465E0,2.542956563E0
1.605888458E0,1.979346672E0,1.132850963E0,-2.664057525E0,3.506902771E0
1.615893458E0,2.117381161E0,1.152794353E0,-3.321257082E0,4.104020761E0
1.625898458E0,2.205618861E0,9.954516274E-1,-3.445976438E0,4.210751965E0
1.635903458E0,2.145377483E0,6.264955357E-1,-2.944363688E0,3.696541455E0
1.645908458E0,1.968113586E0,1.251046872E-1,-2.023453535E0,2.825506411E0
1.655913458E0,1.780304089E0,-2.952545696E-1,-1.072369410E0,2.099198433E0
1.665918458E0,1.640889949E0,-7.305446917E-1,-2.214726484E-1,1.809769462E0
1.675923458E0,1.415155558E0,-1.211171493E0,4.942791724E-1,1.927151664E0
1.685928458E0,1.273528539E0,-1.662233017E0,1.120601338E0,2.375003348E0
1.695933458E0,1.207659363E0,-2.053629553E0,1.590264902E0,2.864398355E0
1.705938458E0,1.149439221E0,-2.331147763E0,1.764804289E0,3.141654755E0
1.715943458E0,1.062294658E0,-2.522061693E0,1.600656574E0,3.170389029E0
1.725948458E0,9.958867333E-1,-2.540612277E0,1.135909933E0,2.955806575E0
1.735953458E0,9.011058526E-1,-2.450137433E0,4.104669374E-1,2.642659324E0
1.745958458E0,8.205823110E-1,-2.283294151E0,-3.096048063E-1,2.445944121E0
1.755964458E0,7.686455874E-1,-2.095383351E0,-9.393914473E-1,2.421549858E0
1.765969458E0,6.872112688E-1,-1.969334338E0,-1.447451338E0,2.538828950E0
1.775974458E0,5.520395035E-1,-1.850332390E0,-1.831101775E0,2.661092121E0
1.785979458E0,3.676672192E-1,-1.735077922E0,-2.099485465E0,2.748365659E0
1.795984458E0,2.146384958E-1,-1.599479237E0,-2.315713745E0,2.822575714E0
1.805989458E0,1.479319613E-1,-1.474269300E0,-2.474986637E0,2.884599225E0
1.815994458E0,1.553568654E-1,-1.406605613E0,-2.638494083E0,2.994048451E0
1.825999458E0,1.090781635E-1,-1.368660399E0,-2.778062443E0,3.098832081E0
1.836004458E0,8.343079554E-2,-1.299626125E0,-2.867747621E0,3.149597622E0
1.846009458E0,8.144854375E-2,-1.244809647E0,-2.903177655E0,3.159845790E0
1.856014458E0,1.920839578E-2,-1.179588634E0,-2.845598953E0,3.080459659E0
1.866019458E0,-1.685149278E-2,-1.061999958E0,-2.792431390E0,2.987607898E0
1.876024458E0,3.194303761E-2,-1.032586125E0,-2.692912949E0,2.884273672E0
1.886029458E0,1.945547170E-1,-1.271575277E0,-2.593622550E0,2.895105033E0
1.896034458E0,1.627146726E-1,-8.132787001E-1,-2.466261422E0,2.601988415E0
1.906039458E0,2.713514444E-1,-3.521567488E-1,-2.474493717E0,2.514113191E0
1.916044458E0,3.805928914E-1,-2.500877523E-1,-2.570238950E0,2.610272609E0
1.926049458E0,2.685662694E-1,-2.525663871E-1,-2.632216512E0,2.657909213E0
1.936055458E0,2.985310935E-1,-2.250148916E-1,-2.488295485E0,2.516220764E0
1.946060458E0,2.590637765E-1,-2.075691390E-1,-2.206549737E0,2.231380902E0
1.956065458E0,9.281786073E-2,-1.545366472E-1,-1.918710607E0,1.927160378E0
1.966070458E0,-6.917866420E-2,-5.010537565E-2,-1.604511643E0,1.606783697E0
1.976075458E0,-1.901542670E-1,2.145694256E-2,-1.320353335E0,1.334148408E0
1.986080458E0,-3.109363635E-1,2.696852803E-2,-1.043040361E0,1.088734090E0
1.996085458E0,-3.868613989E-1,4.674556553E-2,-7.337238228E-1,8.307812817E-1
2.006090458E0,-3.781770777E-1,1.709889579E-1,-4.001015782E-1,5.764862520E-1
2.016095458E0,-3.350293770E-1,4.467220134E-1,-1.595798707E-1,5.807503559E-1
2.026100458E0,-4.642980858E-1,8.628929096E-1,-1.854327500E-2,9.800513961E-1
2.036105458E0,-9.138432810E-1,1.293323995E0,1.797147578E-1,1.593767202E0
2.046110458E0,-1.628397373E0,1.731258228E0,6.735466182E-1,2.470343722E0
2.056115458E0,-2.330853648E0,2.016664917E0,1.692381846E0,3.516244080E0
2.066120458E0,-3.022114991E0,1.813992237E0,3.187516057E0,4.752263195E0
2.076125458E0,-3.609391497E0,1.126528953E0,4.758557069E0,6.077881197E0
2.086130458E0,-3.930337271E0,3.677764159E-1,5.892155013E0,7.092270529E0
2.096135458E0,-4.102997071E0,-1.967892122E-1,6.509516906E0,7.697215165E0
2.106141458E0,-4.194365078E0,-4.957222652E-1,6.810309373E0,8.013660383E0
2.116146458E0,-4.212431220E0,-5.834021410E-1,6.791341590E0,8.012942995E0
2.126151458E0,-4.124142941E0,-4.482072061E-1,6.321672179E0,7.561281891E0
2.136156458E0,-3.887454668E0,-1.656372938E-1,5.499871162E0,6.737085595E0
2.146161458E0,-3.514675959E0,1.369850600E-1,4.428944845E0,5.655728463E0
2.156166458E0,-3.066029920E0,4.021869877E-1,3.223510932E0,4.466913540E0
2.166171458E0,-2.500378756E0,6.122470406E-1,1.866996662E0,3.180002657E0
2.176176458E0,-1.969334192E0,7.560373825E-1,6.287633783E-1,2.201184469E0
2.186181458E0,-1.531863643E0,8.108287168E-1,-2.779871571E-1,1.755370698E0
2.196186458E0,-1.187586017E0,7.757088777E-1,-9.221187723E-1,1.691859285E0
2.206191458E0,-9.027513322E-1,6.601868999E-1,-1.319076303E0,1.729383995E0
2.216196458E0,-7.262195063E-1,4.332868659E-1,-1.334484885E0,1.579867776E0
2.226201458E0,-7.278176965E-1,1.346528980E-1,-1.012903812E0,1.254521476E0
2.236206458E0,-8.582608916E-1,-1.160339016E-1,-5.959739470E-1,1.051313735E0
2.246211458E0,-9.763135444E-1,-3.047557104E-1,-3.708888888E-1,1.087944276E0
2.256216458E0,-1.030240514E0,-4.698436582E-1,-3.920604873E-1,1.198273761E0
2.266221458E0,-9.876292223E-1,-6.327675515E-1,-6.896235377E-1,1.360656782E0
2.276226458E0,-8.187573950E-1,-7.608268368E-1,-1.188343670E0,1.631374214E0
2.286231458E0,-5.956698918E-1,-8.789207125E-1,-1.753146111E0,2.049596430E0
2.296237458E0,-3.832925874E-1,-9.873374462E-1,-2.245281109E0,2.482546213E0
2.306242458E0,-1.514327990E-1,-1.054410272E0,-2.596909854E0,2.806893961E0
2.316247458E0,1.132175902E-1,-1.113237355E0,-2.853165835E0,3.064746468E0
2.326252458E0,2.584513903E-1,-1.167256272E0,-3.086525872E0,3.309973759E0
2.336257458E0,4.103054081E-1,-1.137830744E0,-3.248649867E0,3.466516304E0
2.346262458E0,5.120379703E-1,-1.007076477E0,-3.225374440E0,3.417517548E0
2.356267458E0,5.891160402E-1,-9.662670046E-1,-3.237765859E0,3.429848013E0
2.366272458E0,6.783040591E-1,-9.018722034E-1,-3.391721293E0,3.574526990E0
2.376277458E0,7.869929807E-1,-7.102460825E-1,-3.510713301E0,3.667276283E0
2.386282458E0,8.700652505E-1,-5.044328624E-1,-3.565070772E0,3.704213231E0
2.396287458E0,8.973762061E-1,-4.084812230E-1,-3.461183292E0,3.598879095E0
2.406292458E0,9.460629011E-1,-4.414080638E-1,-3.277492427E0,3.439743116E0
2.416297458E0,1.058774634E0,-5.297027743E-1,-3.103387488E0,3.321536189E0
2.426302458E0,1.195476543E0,-6.208906871E-1,-2.962177815E0,3.254100001E0
2.436307458E0,1.269914521E0,-6.567972690E-1,-2.781046277E0,3.127024774E0
2.446312458E0,1.228515796E0,-7.133427680E-1,-2.543577400E0,2.913399210E0
2.456317458E0,1.112114982E0,-7.731416577E-1,-2.158421305E0,2.548201383E0
2.466322458E0,9.896457077E-1,-7.811026418E-1,-1.582824905E0,2.023574719E0
2.476327458E0,8.536296044E-1,-7.510093617E-1,-9.779427248E-1,1.499690147E0
2.486332458E0,8.134448341E-1,-7.178293365E-1,-3.627951729E-1,1.143936970E0
2.496338458E0,8.134732662E-1,-6.753463912E-1,2.506561017E-1,1.086581789E0
2.506343458E0,7.762425824E-1,-5.788810739E-1,7.406299692E-1,1.219093350E0
2.516348458E0,7.639881340E-1,-5.091185287E-1,1.038333353E0,1.386007106E0
2.526353458E0,8.368126468E-1,-4.028442147E-1,1.123292812E0,1.457506641E0
2.536358375E0,9.330670989E-1,-2.454590964E-1,1.104067751E0,1.466229852E0
2.546363375E0,9.747432746E-1,-7.665085763E-2,1.145719222E0,1.506211254E0
2.556368375E0,9.794385888E-1,4.969694763E-2,1.215051413E0,1.561447941E0
2.566373375E0,9.917401072E-1,2.125018501E-1,1.263426597E0,1.620170436E0
2.576378375E0,9.295314337E-1,3.794573987E-1,1.327146045E0,1.664131374E0
2.586383375E0,9.392186621E-1,6.238026005E-1,1.581068401E0,1.941916236E0
2.596388375E0,9.487629260E-1,8.862437654E-1,1.892194653E0,2.294772256E0
2.606393375E0,8.965431972E-1,1.243714756E0,2.032062975E0,2.545563991E0
2.616398375E0,7.870018977E-1,1.879880709E0,1.993346806E0,2.850746386E0
2.626403375E0,6.737821148E-1,2.548346974E0,1.895066805E0,3.246433865E0
2.636408375E0,5.858015460E-1,2.956521803E0,1.695635821E0,3.458231551E0
2.646413375E0,4.968985789E-1,2.942022170E0,1.509872119E0,3.343967174E0
2.656418375E0,4.398534353E-1,2.426734244E0,1.572527373E0,2.924953414E0
2.666423375E0,4.336336058E-1,1.585222848E0,2.078499223E0,2.649741233E0
2.676428375E0,4.577628721E-1,7.965492314E-1,2.973590410E0,3.112278499E0
2.686433375E0,4.759632079E-1,8.403530627E-2,3.969904502E0,3.999218006E0
2.696438375E0,4.325609341E-1,-5.549533904E-1,4.692398162E0,4.744858559E0
2.706443375E0,4.907291816E-1,-8.409339836E-1,5.023236548E0,5.116726542E0
2.716449375E0,5.491064671E-1,-8.520074406E-1,4.793638024E0,4.899632649E0
2.726454375E0,5.837433261E-1,-5.179677048E-1,3.821345463E0,3.900221528E0
2.736459375E0,5.493783626E-1,9.782771856E-2,2.434607520E0,2.497739103E0
2.746464375E0,5.511136700E-1,7.241633329E-1,1.160705051E0,1.474915261E0
2.756469375E0,7.099869047E-1,1.236453976E0,4.314601958E-2,1.426450637E0
2.766474375E0,8.771862090E-1,1.544472433E0,-8.933136338E-1,1.988180070E0
2.776479375E0,9.759488974E-1,1.532756659E0,-1.512218022E0,2.364026770E0
2.786484375E0,9.805436394E-1,1.320234928E0,-1.592048888E0,2.288909294E0
2.796489375E0,8.267050036E-1,9.107646489E-1,-1.046176808E0,1.614750545E0
2.806494375E0,6.108679748E-1,4.052851349E-1,-3.733505666E-1,8.226824228E-1
2.816499375E0,4.180689756E-1,-9.869807661E-3,1.842966360E-1,4.569948922E-1
2.826504375E0,2.523554122E-1,-4.592759854E-1,5.990086520E-1,7.958825604E-1
2.836509375E0,1.290571675E-1,-9.268652496E-1,9.297441262E-1,1.319150895E0
2.846514375E0,4.339772394E-2,-1.321093884E0,1.064378021E0,1.697077778E0
2.856519375E0,6.088691041E-2,-1.618262540E0,9.096039766E-1,1.857379945E0
2.866524375E0,1.044495624E-1,-1.840374289E0,4.594069630E-1,1.899721557E0
2.876529375E0,1.168163869E-1,-1.849939749E0,-2.453439063E-1,1.869790570E0
2.886534375E0,2.175957617E-1,-1.715356725E0,-1.024384820E0,2.009766372E0
2.896539375E0,2.904262861E-1,-1.647801796E0,-1.749005113E0,2.420458029E0
2.906544375E0,3.839956420E-1,-1.571414941E0,-2.407643670E0,2.900611248E0
2.916549375E0,4.829372917E-1,-1.410710943E0,-3.042209240E0,3.387974447E0
2.926554375E0,6.030864636E-1,-1.262888069E0,-3.572304947E0,3.836660292E0
2.936559375E0,7.206754687E-1,-1.114766402E0,-4.009463840E0,4.223491156E0
2.946565375E0,7.806176884E-1,-1.011319801E0,-4.254187356E0,4.441873679E0
2.956570375E0,7.248223141E-1,-8.790727401E-1,-4.363433810E0,4.509732906E0
2.966575375E0,6.665996144E-1,-7.266253030E-1,-4.325167876E0,4.436148841E0
2.976580375E0,6.468351484E-1,-6.382539940E-1,-4.099105164E0,4.198622038E0
2.986585375E0,6.067497077E-1,-6.571182811E-1,-3.632227213E0,3.740725087E0
2.996590375E0,6.441536153E-1,-7.424075228E-1,-3.097996355E0,3.250182184E0
3.006595375E0,6.929847365E-1,-8.428737974E-1,-2.636235303E0,2.853138738E0
3.016600375E0,7.434701081E-1,-8.914004248E-1,-2.254586368E0,2.535843491E0
3.026605375E0,7.788089253E-1,-9.363362771E-1,-1.970829179E0,2.316772889E0
3.036610375E0,8.789411046E-1,-9.156324559E-1,-1.731641806E0,2.146975455E0
3.046615375E0,9.351291195E-1,-8.679671234E-1,-1.503205124E0,1.971664028E0
3.056620375E0,9.432007621E-1,-7.720119756E-1,-1.227849213E0,1.730099378E0
3.066625375E0,9.983280189E-1,-6.857766545E-1,-1.014273815E0,1.579778410E0
3.076630375E0,1.051859498E0,-6.500536752E-1,-8.288907659E-1,1.488636317E0
3.086635375E0,1.058779458E0,-6.578953761E-1,-6.698745668E-1,1.415122681E0
3.096640375E0,1.050998568E0,-6.739524150E-1,-6.480989510E-1,1.406713225E0
3.106645375E0,1.053269627E0,-6.510892171E-1,-7.006981641E-1,1.422769128E0
3.116650375E0,1.029488635E0,-5.663092679E-1,-6.121572858E-1,1.324873420E0
3.126655375E0,9.238420929E-1,-5.506580257E-1,-2.601268369E-1,1.106514548E0
3.136660375E0,8.345693625E-1,-5.931070572E-1,2.061558670E-1,1.044405210E0
3.146665375E0,7.851293269E-1,-5.613818192E-1,5.610836112E-1,1.116419467E0
3.156670375E0,6.851787767E-1,-4.043139124E-1,7.953283328E-1,1.124938600E0
3.166675375E0,5.002173123E-1,6.443631649E-4,1.075147423E0,1.185816071E0
