"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.303618333E-1,1.072495710E0,-8.668409497E-2,3.692610240E-1,1.137591704E0
6.403678333E-1,8.836793227E-1,1.297225258E-1,5.097099745E-1,1.028358565E0
6.503748333E-1,7.816471638E-1,4.859512755E-1,5.910704720E-1,1.093839675E0
6.603808333E-1,6.864644332E-1,6.982794634E-1,7.317533112E-1,1.222411770E0
6.703878334E-1,6.617659405E-1,1.123060092E0,8.328926003E-1,1.546902781E0
6.803948334E-1,3.587494844E-1,1.135595353E0,8.461879992E-1,1.460928516E0
6.904008334E-1,4.280712958E-1,1.439323123E0,9.190992701E-1,1.760579324E0
7.004078334E-1,1.316803198E-1,1.403329125E0,8.004610187E-1,1.620928803E0
7.104138334E-1,7.692772329E-2,1.251552656E0,5.772523320E-1,1.380406527E0
7.204208334E-1,2.276217265E-1,1.511174878E0,5.694883990E-1,1.630882645E0
7.304268334E-1,1.440815333E-1,1.399778404E0,3.957711303E-1,1.461770794E0
7.404338334E-1,9.139914349E-2,1.280216000E0,2.031474745E-1,1.299452079E0
7.504408333E-1,1.980832011E-2,1.101480651E0,9.922841907E-2,1.106118562E0
7.604468334E-1,3.197340842E-1,1.413295704E0,1.447799832E-1,1.456226588E0
7.704538333E-1,3.650065899E-2,1.158695363E0,3.392507744E-1,1.207890033E0
7.804598334E-1,-3.102532625E-3,1.030389618E0,6.152545559E-1,1.200104395E0
7.904668333E-1,-6.039910644E-2,1.157487913E0,9.328548449E-1,1.487832142E0
8.004738333E-1,-8.923187301E-2,1.334862615E0,1.071481218E0,1.714028159E0
8.104798333E-1,-5.559181809E-2,1.664678323E0,9.787402850E-1,1.931884291E0
8.204868333E-1,-6.190827280E-2,2.055602111E0,6.609102005E-1,2.160123831E0
8.304928333E-1,-8.886437550E-2,2.328395771E0,2.843869346E-1,2.347381450E0
8.404998333E-1,-1.515482815E-1,2.341338876E0,-4.933997512E-2,2.346757134E0
8.505068333E-1,-1.660867985E-1,2.151573339E0,-1.691084933E-1,2.164590109E0
8.605128333E-1,-1.396753639E-1,1.838996978E0,-1.944514954E-1,1.854516237E0
8.705198333E-1,-1.471293944E-1,1.546779159E0,-6.032221556E-2,1.554931380E0
8.805258333E-1,-9.864866763E-2,1.432989419E0,2.653080547E-1,1.460677445E0
8.905328333E-1,5.249337852E-3,1.413055384E0,5.217692721E-1,1.506318773E0
9.005398334E-1,3.018683553E-2,1.494577557E0,6.018784654E-1,1.611499614E0
9.105458334E-1,5.996027291E-3,1.788538722E0,3.832411319E-1,1.829147473E0
9.205528334E-1,8.878587663E-2,2.105313969E0,1.354560131E-1,2.111534554E0
9.305588334E-1,1.649543390E-1,2.261509179E0,6.221729815E-2,2.268370493E0
9.405658334E-1,2.184665948E-1,2.274718039E0,1.444823599E-1,2.289747795E0
9.505728334E-1,3.708929819E-1,2.064839250E0,5.283661008E-2,2.098550557E0
9.605788334E-1,8.595787078E-2,1.469265545E0,-2.159680796E-1,1.487538977E0
9.705858333E-1,-4.184185660E-1,1.048792267E0,-2.743765014E-1,1.162033468E0
9.805918334E-1,-4.276668146E-1,1.392145156E0,-1.591050768E-1,1.465019271E0
9.905988333E-1,-5.041229600E-1,1.895509440E0,6.694126368E-2,1.962543535E0
1.000604833E0,-6.452765000E-1,1.880750190E0,1.034664810E-1,1.991057094E0
1.010611833E0,-6.052417839E-1,1.883642808E0,3.327574414E-1,2.006278983E0
1.020618833E0,-7.665737727E-1,1.862671184E0,7.053244811E-1,2.134165390E0
1.030624833E0,-5.793517748E-1,1.765033208E0,7.336665201E-1,1.997312511E0
1.040631833E0,-6.330596200E-1,1.434463502E0,4.752184188E-1,1.638378029E0
1.050637833E0,-1.051535781E0,6.556481449E-1,3.609480375E-1,1.290691859E0
1.060644833E0,-1.529203598E0,4.715604007E-2,8.840095443E-1,1.766963557E0
1.070651833E0,-1.903482118E0,-1.698833956E-1,1.673594157E0,2.540279895E0
1.080657833E0,-2.007382463E0,-3.002510154E-1,2.320178679E0,3.082687809E0
1.090664833E0,-2.136414725E0,-7.253747298E-1,2.842537351E0,3.629112145E0
1.100670833E0,-2.223911875E0,-1.069142332E0,3.447481511E0,4.239572870E0
1.110677833E0,-2.292282198E0,-1.133488017E0,3.968851418E0,4.721348784E0
1.120683833E0,-2.344161619E0,-1.049609123E0,4.034515650E0,4.782686435E0
1.130690833E0,-2.404354026E0,-9.575602081E-1,3.583445063E0,4.420284872E0
1.140697833E0,-2.222854114E0,-8.123402220E-1,2.806462954E0,3.671132163E0
1.150703833E0,-1.748847238E0,-7.380343902E-1,1.663317091E0,2.523843333E0
1.160710833E0,-1.298305238E0,-8.555274644E-1,3.539313787E-1,1.594613168E0
1.170716833E0,-9.248119998E-1,-9.667350742E-1,-8.215583575E-1,1.569971998E0
1.180723833E0,-8.061690706E-1,-9.496843010E-1,-1.803155007E0,2.191615117E0
1.190730833E0,-7.007069349E-1,-7.936332250E-1,-2.479814098E0,2.696353439E0
1.200736833E0,-5.623705834E-1,-6.321705508E-1,-2.773832567E0,2.900008170E0
1.210744375E0,-5.965124756E-1,-5.239277717E-1,-2.800098844E0,2.910477793E0
1.220750375E0,-6.904415631E-1,-4.547821078E-1,-2.533742384E0,2.665217962E0
1.230757375E0,-8.517633194E-1,-3.763659757E-1,-1.960943291E0,2.170817977E0
1.240764375E0,-1.054385714E0,-3.461537048E-1,-1.202120295E0,1.636045484E0
1.250770375E0,-1.193075822E0,-3.504318202E-1,-5.418497801E-1,1.356404645E0
1.260777375E0,-1.172548002E0,-5.396214062E-1,2.154757440E-2,1.290939339E0
1.270783375E0,-9.625312185E-1,-8.721046132E-1,5.510538822E-1,1.410919269E0
1.280790375E0,-6.411641532E-1,-1.192583194E0,9.609138787E-1,1.660331783E0
1.290796375E0,-3.862325674E-1,-1.444485630E0,1.044888666E0,1.824145459E0
1.300803375E0,-4.842488587E-1,-1.577320921E0,6.342661929E-1,1.767691106E0
1.310810375E0,-6.347749007E-1,-1.701548233E0,1.296316016E-1,1.820716869E0
1.320816375E0,5.349845642E-1,-1.485251540E0,2.186139446E-1,1.593729174E0
1.330823375E0,9.633609384E-1,-1.449156093E0,-3.816828489E-2,1.740567292E0
1.340829375E0,8.986427861E-1,-1.657868948E0,-4.578486800E-1,1.940544696E0
1.350836375E0,7.448446423E-1,-1.548642959E0,-1.028227025E0,2.002583175E0
1.360843375E0,8.161040747E-1,-1.315355427E0,-1.311359147E0,2.028755425E0
1.370849375E0,1.044541926E0,-1.252023357E0,-1.535494618E0,2.239726332E0
1.380856375E0,1.135524602E0,-1.349875634E0,-1.764022517E0,2.494665466E0
1.390862375E0,1.167964954E0,-1.454187038E0,-1.896832080E0,2.660220670E0
1.400869375E0,8.839142346E-1,-1.399766709E0,-2.217516775E0,2.767314919E0
1.410875375E0,1.200863729E0,-1.243299896E0,-1.991014937E0,2.636666229E0
1.420882375E0,1.512941907E0,-1.164003173E0,-1.852716592E0,2.660160779E0
1.430889375E0,1.315809463E0,-1.248891588E0,-1.667483817E0,2.464059054E0
1.440895375E0,8.051610106E-1,-1.145666013E0,-1.555672774E0,2.093072537E0
1.450902375E0,5.157326066E-1,-9.959559497E-1,-1.205378948E0,1.646464936E0
1.460908375E0,3.883375651E-1,-9.482072943E-1,-8.394151694E-1,1.324583317E0
1.470915375E0,2.516776103E-1,-9.070244774E-1,-5.790825105E-1,1.105156811E0
1.480922375E0,1.808456093E-1,-8.169627383E-1,-4.591853535E-1,9.544550482E-1
1.490928375E0,1.283668488E-1,-6.065348956E-1,-3.898373759E-1,7.323495116E-1
1.500935375E0,4.825239301E-2,-4.517772236E-1,-3.814419436E-1,5.932359645E-1
1.510941375E0,5.616601467E-2,-3.752547124E-1,-4.479434967E-1,5.870469288E-1
1.520948375E0,8.655340970E-2,-2.663488591E-1,-4.978570837E-1,5.712222713E-1
1.530954375E0,8.266267240E-2,-1.470682910E-1,-5.094772553E-1,5.366835877E-1
1.540961375E0,1.050358737E-1,-6.404426068E-2,-5.752788967E-1,5.882856543E-1
1.550968375E0,1.001376611E-1,5.796110988E-2,-7.261686355E-1,7.353284495E-1
1.560974375E0,9.430038571E-2,1.718397278E-1,-8.738558543E-1,8.955699352E-1
1.570981375E0,3.732160807E-2,3.235150400E-1,-1.010577205E0,1.061753818E0
1.580987375E0,-7.419531941E-3,4.574639332E-1,-1.085647268E0,1.178116416E0
1.590994375E0,-4.462536514E-2,6.306344873E-1,-1.095370603E0,1.264724490E0
1.601001375E0,-1.319880295E-1,8.591483527E-1,-1.033081968E0,1.350116693E0
1.611007375E0,-2.634001082E-1,1.057700208E0,-9.431430209E-1,1.441397969E0
1.621014375E0,-4.143699539E-1,1.084169676E0,-8.069578600E-1,1.413614988E0
1.631020375E0,-4.628129661E-1,1.055173919E0,-6.391445249E-1,1.317609033E0
1.641027375E0,-4.374366349E-1,1.042360915E0,-5.391594762E-1,1.252421665E0
1.651033375E0,-4.448824793E-1,1.011904815E0,-5.186415964E-1,1.221008141E0
1.661040375E0,-4.389642200E-1,1.066674515E0,-5.648486334E-1,1.284343445E0
1.671047375E0,-4.447018003E-1,1.200210302E0,-6.172285759E-1,1.420998091E0
1.681053375E0,-5.199437714E-1,1.254022813E0,-5.216254306E-1,1.454306649E0
1.691060375E0,-6.459743652E-1,1.338573259E0,-3.684114236E-1,1.531270135E0
1.701066375E0,-1.053254278E0,1.410943370E0,-3.396448767E-1,1.793171606E0
1.711073375E0,-7.921047628E-1,1.501612050E0,8.389058769E-2,1.699795968E0
1.721079375E0,-5.501455173E-1,1.618796099E0,4.968905389E-1,1.780466542E0
1.731086375E0,-8.102922347E-1,1.664083368E0,5.446044034E-1,1.929336912E0
1.741093375E0,-6.119836235E-1,1.676413100E0,5.304605734E-1,1.861793022E0
1.751099375E0,-4.022045293E-1,1.666068206E0,4.607091379E-1,1.774768903E0
1.761106375E0,-3.699363774E-1,1.691326131E0,4.383891463E-1,1.785951301E0
1.771112375E0,-3.129774803E-1,1.827081229E0,3.270710242E-1,1.882327330E0
1.781119375E0,-5.477054742E-1,1.993026963E0,2.720896554E-1,2.084747118E0
1.791125375E0,-9.467554307E-1,2.114096487E0,5.189368808E-1,2.373825033E0
1.801132375E0,-1.320086702E0,2.040042378E0,1.086868166E0,2.661894854E0
1.811139375E0,-1.617988306E0,1.741179199E0,1.661340147E0,2.899938318E0
1.821145375E0,-1.786641301E0,1.338047301E0,2.001760949E0,2.998250259E0
1.831152375E0,-1.884326055E0,9.291655442E-1,2.162994413E0,3.015390210E0
1.841158375E0,-1.886076127E0,6.170017040E-1,2.444069484E0,3.148245528E0
1.851165375E0,-1.687895277E0,3.938807255E-1,2.915103636E0,3.391454216E0
1.861172375E0,-1.359479978E0,2.189425582E-1,3.219671066E0,3.501771470E0
1.871178375E0,-9.365046769E-1,4.230577469E-2,3.268750840E0,3.400523907E0
1.881185375E0,-4.497976488E-1,-4.816029936E-2,3.025311956E0,3.058945860E0
1.891191375E0,6.981400073E-2,-9.217258394E-3,2.427456375E0,2.428477590E0
1.901198375E0,5.196800619E-1,-2.633585930E-3,1.406961708E0,1.499871845E0
1.911204375E0,1.029484177E0,5.129996181E-2,4.526616150E-1,1.125776129E0
1.921211375E0,1.642965272E0,1.730512708E-1,-4.595701003E-1,1.714784623E0
1.931218375E0,2.236680440E0,1.915565389E-1,-1.367843251E0,2.628769380E0
1.941224375E0,2.683740422E0,2.522819200E-1,-1.973154616E0,3.340575992E0
1.951231375E0,2.917988067E0,4.555653423E-1,-2.307016012E0,3.747601503E0
1.961237375E0,2.928608950E0,6.931698740E-1,-2.456216490E0,3.884615078E0
1.971244375E0,2.706246940E0,8.377431580E-1,-2.437022420E0,3.736932482E0
1.981250375E0,2.409553370E0,8.656902176E-1,-2.020990688E0,3.261866085E0
1.991257375E0,1.980598707E0,8.115479243E-1,-1.363604604E0,2.537872886E0
2.001264375E0,1.516711022E0,7.343714020E-1,-6.227857697E-1,1.796545517E0
2.011270375E0,1.116210079E0,5.231009755E-1,3.993496263E-1,1.295777641E0
2.021277375E0,7.575991738E-1,1.043730918E-1,1.824828297E0,1.978597625E0
2.031283375E0,5.341279471E-1,-3.992367750E-1,3.329238532E0,3.395366235E0
2.041290375E0,4.874543023E-1,-8.226494479E-1,4.433246641E0,4.535200061E0
2.051296375E0,5.155437416E-1,-1.025782889E0,5.117954425E0,5.245138070E0
2.061303375E0,4.398398405E-1,-1.035258302E0,5.327518634E0,5.444967734E0
2.071310375E0,3.874569744E-1,-9.821211451E-1,4.670833046E0,4.788670609E0
2.081316375E0,4.304030192E-1,-1.099995165E0,3.647697192E0,3.834179303E0
2.091323375E0,5.297735256E-1,-1.189125735E0,2.924106594E0,3.200793554E0
2.101329375E0,7.598889434E-1,-1.274944150E0,2.327207032E0,2.760218536E0
2.111336375E0,1.051945086E0,-1.304586610E0,1.716053129E0,2.398618983E0
2.121342375E0,1.259486158E0,-1.262225871E0,1.046373274E0,2.067466218E0
2.131349375E0,1.368174203E0,-1.235810198E0,3.749263912E-1,1.881408327E0
2.141356375E0,1.427567296E0,-1.113670049E0,-1.339415842E-1,1.815530146E0
2.151362375E0,1.452796277E0,-9.764265418E-1,-4.738297051E-1,1.813433320E0
2.161369375E0,1.432416977E0,-9.695990404E-1,-8.625794989E-1,1.932869392E0
2.171375375E0,1.440715345E0,-9.525871512E-1,-1.306455088E0,2.165619515E0
2.181382375E0,1.474516637E0,-8.758155486E-1,-1.763785704E0,2.460120363E0
2.191388375E0,1.503265642E0,-9.005855235E-1,-1.972388631E0,2.638404591E0
2.201395375E0,1.556595465E0,-9.929721156E-1,-2.049148539E0,2.758259016E0
2.211401500E0,1.638424617E0,-1.188043708E0,-2.133453695E0,2.940664507E0
2.221407500E0,1.576248541E0,-1.315317420E0,-2.025197175E0,2.883755013E0
2.231414500E0,1.343957082E0,-1.243030047E0,-1.596420851E0,2.428971772E0
2.241420500E0,1.126267875E0,-1.120746641E0,-1.219495296E0,2.002928141E0
2.251427500E0,9.475269708E-1,-1.030154560E0,-1.023004877E0,1.733656470E0
2.261433500E0,8.005990130E-1,-9.668426630E-1,-1.034305791E0,1.626509140E0
2.271440500E0,1.172778090E0,-1.868436247E0,-1.614889866E0,2.733922408E0
2.281447500E0,8.823629683E-1,-9.345511222E-1,-1.167720541E0,1.736525689E0
2.291453500E0,6.116412690E-1,1.583540019E-1,-1.124783852E0,1.290085169E0
2.301460500E0,6.932517350E-1,1.548006490E-1,-1.226580952E0,1.417413857E0
2.311466500E0,3.741308776E-1,-1.442420393E-1,-1.345070685E0,1.403565042E0
2.321473500E0,1.548711079E-1,-1.275172484E-1,-1.309644159E0,1.324920198E0
2.331479500E0,8.043780684E-2,3.892549932E-2,-1.283717020E0,1.286823540E0
2.341486500E0,1.157459262E-1,1.543398884E-1,-1.387119182E0,1.400470473E0
2.351493500E0,6.471113563E-2,2.946955758E-1,-1.504375736E0,1.534333526E0
2.361499500E0,-1.168867180E-1,4.895388347E-1,-1.538801218E0,1.619018210E0
2.371506500E0,-3.878724191E-1,5.826411259E-1,-1.380506566E0,1.547809443E0
2.381512500E0,-6.158550650E-1,6.242502049E-1,-9.704196972E-1,1.307929726E0
2.391519500E0,-6.143964770E-1,5.829577526E-1,-6.686782265E-1,1.079098394E0
2.401525500E0,-6.347021028E-1,5.199142429E-1,-7.315585989E-1,1.099243177E0
2.411532500E0,-7.847147593E-1,6.025909486E-1,-6.698868459E-1,1.194839525E0
2.421538500E0,-8.422060454E-1,7.564215446E-1,-4.555442923E-1,1.220247999E0
2.431545500E0,-8.206725043E-1,8.839358693E-1,-2.328337884E-1,1.228437037E0
2.441552500E0,-6.619524667E-1,8.996996704E-1,-1.721133775E-1,1.130160865E0
2.451558500E0,-5.206439754E-1,1.078482674E0,-1.167893618E-1,1.203260065E0
2.461565500E0,-5.033490810E-1,1.336541936E0,4.549075305E-2,1.428906593E0
2.471571500E0,-5.047936356E-1,1.485298903E0,4.738244426E-1,1.638730926E0
2.481578500E0,-5.942077956E-1,1.650307036E0,9.779386318E-1,2.008223141E0
2.491584500E0,-8.558199714E-1,1.924206697E0,1.507498149E0,2.589893802E0
2.501591500E0,-1.121429742E0,2.283654924E0,1.807519369E0,3.120866987E0
2.511598500E0,-1.452527744E0,2.574724641E0,1.772483438E0,3.446845132E0
2.521604500E0,-2.003599460E0,2.759634065E0,1.786144872E0,3.849714857E0
2.531611500E0,-2.522002929E0,2.674120291E0,2.222094560E0,4.295244153E0
2.541617500E0,-2.833861252E0,2.054402847E0,3.283678781E0,4.799363186E0
2.551624500E0,-3.000230910E0,1.173131554E0,4.721799717E0,5.716031466E0
2.561630500E0,-3.044577070E0,4.555913624E-1,6.058838081E0,6.796067387E0
2.571637500E0,-2.908439856E0,-2.523512095E-3,6.857133876E0,7.448443714E0
2.581644500E0,-2.547902878E0,-3.094418152E-1,7.121140341E0,7.569557653E0
2.591650500E0,-2.304602574E0,-5.835775575E-1,6.820802786E0,7.223233794E0
2.601657500E0,-2.221540244E0,-5.827004752E-1,6.191255296E0,6.603515961E0
2.611663500E0,-2.216647002E0,-3.072656277E-1,4.952044358E0,5.434213781E0
2.621670500E0,-2.140010177E0,-1.095797449E-1,3.315019273E0,3.947278057E0
2.631676500E0,-1.924432400E0,-8.529333472E-3,1.737925224E0,2.593047800E0
2.641683500E0,-1.798371108E0,1.307165524E-1,3.951542491E-1,1.845906915E0
2.651689500E0,-1.646591715E0,2.548318908E-1,-5.960610706E-1,1.769602319E0
2.661696500E0,-1.483454106E0,2.413525969E-1,-1.175737073E0,1.908204608E0
2.671703500E0,-1.382307216E0,4.381961882E-2,-1.338776157E0,1.924841551E0
2.681709500E0,-1.413069417E0,-2.152848324E-1,-1.101491468E0,1.804548750E0
2.691716500E0,-1.570050493E0,-4.195239821E-1,-6.377961570E-1,1.745807223E0
2.701722500E0,-1.738208521E0,-5.522926149E-1,-2.527768868E-1,1.841274599E0
2.711729500E0,-1.922437330E0,-6.472335631E-1,-2.334208488E-3,2.028467900E0
2.721735500E0,-1.972318757E0,-8.297032365E-1,1.199918818E-1,2.143092810E0
2.731742500E0,-1.924360479E0,-1.155765908E0,1.783874398E-1,2.251839285E0
2.741749500E0,-1.780043010E0,-1.404241876E0,2.798430634E-1,2.284460659E0
2.751755500E0,-1.612175296E0,-1.603610879E0,3.218488759E-1,2.296576526E0
2.761762500E0,-1.432071406E0,-1.828059468E0,1.740061212E-1,2.328713821E0
2.771768500E0,-1.192683181E0,-2.074410265E0,-7.452978015E-2,2.393997871E0
2.781775500E0,-9.174670199E-1,-2.258412494E0,-3.314377248E-1,2.460086114E0
2.791781500E0,-5.841336277E-1,-2.358490513E0,-4.845131528E-1,2.477588059E0
2.801788500E0,-3.748322511E-1,-2.419776935E0,-7.187648910E-1,2.551948784E0
2.811794500E0,-2.075675310E-1,-2.399675377E0,-1.050015505E0,2.627557564E0
2.821801500E0,-2.443566039E-2,-2.326149856E0,-1.427907019E0,2.729558336E0
2.831808500E0,1.363361652E-1,-2.326405964E0,-1.727302002E0,2.900745502E0
2.841814500E0,3.676843223E-1,-2.340473195E0,-1.894165750E0,3.033293660E0
2.851821500E0,5.823442335E-1,-2.363476726E0,-2.084762176E0,3.204899432E0
2.861827500E0,6.306947136E-1,-2.276946706E0,-2.394659343E0,3.364023705E0
2.871834500E0,6.357487544E-1,-2.107252906E0,-2.470117661E0,3.308500045E0
2.881840500E0,6.508155674E-1,-2.022549555E0,-2.232123705E0,3.081662512E0
2.891847500E0,5.299204369E-1,-2.009521959E0,-1.951908758E0,2.851129947E0
2.901853500E0,3.815283363E-1,-1.979266711E0,-1.756179062E0,2.673429535E0
2.911860500E0,2.350090988E-1,-1.883926690E0,-1.545506805E0,2.448060525E0
2.921867500E0,1.744702439E-1,-1.792727668E0,-1.325117061E0,2.236123338E0
2.931873500E0,2.171547720E-1,-1.738725123E0,-1.234218001E0,2.143272106E0
2.941880500E0,2.309967394E-1,-1.703398000E0,-1.187248487E0,2.089134560E0
2.951886500E0,1.888962020E-1,-1.630882586E0,-1.190042287E0,2.027722966E0
2.961893500E0,1.216906442E-1,-1.515762019E0,-1.245415419E0,1.965554038E0
2.971899500E0,7.788235433E-2,-1.297134041E0,-1.350109230E0,1.873877615E0
2.981906500E0,9.650588237E-2,-9.916316414E-1,-1.410769415E0,1.727112341E0
2.991912500E0,1.832695726E-1,-8.489490545E-1,-1.561673772E0,1.786932344E0
3.001919500E0,2.946838814E-1,-8.601201600E-1,-1.735881037E0,1.959573488E0
3.011926500E0,3.863147208E-1,-7.952002788E-1,-1.916021472E0,2.110147111E0
3.021932500E0,5.058557823E-1,-6.735600668E-1,-2.035905181E0,2.203289164E0
3.031939500E0,6.244612893E-1,-6.373003131E-1,-1.928539776E0,2.124939825E0
3.041945500E0,6.546897132E-1,-6.371535480E-1,-1.766098278E0,1.988387888E0
3.051952500E0,5.839975338E-1,-5.117816430E-1,-1.711302851E0,1.879236818E0
3.061958500E0,6.580066194E-1,-3.231054425E-1,-1.618321012E0,1.776607086E0
3.071965500E0,7.015389937E-1,-2.101255417E-1,-1.555159389E0,1.718962020E0
3.081972500E0,6.245447583E-1,-6.112386882E-2,-1.463115444E0,1.592011019E0
3.091978500E0,5.737421022E-1,1.680951709E-1,-1.360098614E0,1.485699911E0
3.101985500E0,4.330145684E-1,4.116954374E-1,-1.144454470E0,1.291034772E0
3.111991500E0,4.035094452E-1,5.170149010E-1,-8.170454764E-1,1.047705870E0
3.121998500E0,4.126488259E-1,5.212804449E-1,-5.630377507E-1,8.712197567E-1
3.132004500E0,3.306176528E-1,6.418278122E-1,-3.956840068E-1,8.232963052E-1
3.142011500E0,2.947791910E-1,8.652680486E-1,-1.382737863E-1,9.245015995E-1
3.152017500E0,3.380093374E-1,1.113642567E0,2.318286520E-1,1.186673756E0
